name,G1.cladeReads,G2.cladeReads,G3.cladeReads
Celerinatantimonadaceae,-2.7052018247769296,-3.0130784704000035,-2.827019874016869
Candidatus Competibacteraceae,-3.66071314672746,-3.7062255509599638,-3.232484940458371
Candidatus Azoamicaceae,,,-5.311925607138699
Woeseiaceae,-0.15816346478090093,-0.06339023011181244,0.3405625766392235
Orbaceae,-1.0216560028264674,-1.2552206356062459,-0.8575792992567843
Kangiellaceae,-1.1270165168969921,-1.4870222451658193,-1.2175820282494318
Candidatus Comchoanobacteraceae,-2.8722558954540833,-2.9177682996865872,-2.914031243430742
Candidatus Johnevansiaceae,-3.66071314672746,-3.7062255509599638,-4.618778926578378
Acidithiobacillaceae,1.6143353939047838,1.4867311010413775,1.6331244575510262
Thermithiobacillaceae,1.030634537336566,0.9609798278272994,1.0966021855687458
Hydrogenophilaceae,0.39280922444662764,0.3914466046770905,0.4181731790821287
Mariprofundaceae,-0.5788033677580848,-0.44812920524615424,-0.6205787157347433
Magnetococcaceae,-1.0804965019836,-1.2903119548017523,-1.440725575396975
Archangiaceae,4.62646272448176,4.611979772401962,4.762695156593442
Myxococcaceae,4.483385116669172,4.518956009896848,4.839826285524926
Anaeromyxobacteraceae,4.321156589390727,4.174276204916172,4.389567152867646
Vulgatibacteraceae,2.1920636811810312,2.0258201896172046,2.19795645456436
Pendulisporaceae,3.234969351222857,3.1439004153974213,3.380395670658358
Polyangiaceae,4.765022234243793,4.493787897270419,4.847945830530633
Sandaracinaceae,3.3995913308866847,3.2990191494808725,3.6273921334104404
Labilitrichaceae,2.4604628073413735,2.3249401634801283,2.633982991829041
Nannocystaceae,3.01838320050376,3.0592744806718963,3.439389639793509
Kofleriaceae,2.6068666368402202,2.5003501761682094,2.8266381304154895
Gemmataceae,4.530971286751949,4.523285368057846,4.812381801382586
Pirellulaceae,3.705605371484315,3.578595161745834,3.809582551240658
Lacipirellulaceae,3.423010015244205,3.3768264700470247,3.6737690875226945
Thermoguttaceae,-0.08836770325147779,-0.11716662660335675,0.0493655632660618
Isosphaeraceae,4.25806085650225,4.130539032383112,4.318504725207166
Planctomycetaceae,4.225443240266938,4.077498140501036,4.28984755960078
Phycisphaeraceae,2.123727031561222,2.036136206305169,2.268773145596568
Tepidisphaeraceae,2.0323451652396396,1.9061721626248649,2.371477074376032
Anaerohalosphaeraceae,-0.5252191221026383,-0.6061334530727013,-0.4836128618358979
Sedimentisphaeraceae,-0.6067121556155112,-0.7938750754754388,-0.62979537075472
Candidatus Brocadiaceae,-1.1270165168969921,-1.4036406379658986,-1.3801009548060303
Candidatus Uabimicrobiaceae,-1.6065895873908687,-1.6267841842801085,-1.4832851889099739
Opitutaceae,3.6288971748602465,3.5551397807285103,3.8719671149256802
Cerasicoccaceae,0.4792417299314263,0.30473720594629405,0.47189857826846154
Coraliomargaritaceae,-0.0940015209379939,-0.3884099709904629,-0.21817640019646736
Verrucomicrobiaceae,3.350680967194493,3.2213321555144514,3.6296188682355237
Akkermansiaceae,1.2563436018733785,1.0779270922288282,1.1803132293974237
Fontisphaeraceae,0.8413160825584328,0.9009424396868284,1.0070415084100373
Methylacidiphilaceae,-0.9660861524438574,-1.052983772268222,-1.1222718499602584
Kiritimatiellaceae,0.7163007486354601,0.6323713283975677,0.7187586555269105
Tichowtungiaceae,-0.25287141572409966,-0.30502836263112204,-0.24933156778211837
Simkaniaceae,-0.839334448413465,-1.0961559435120554,-1.077820088048186
Parachlamydiaceae,-1.4634887471689988,-1.7603155733332025,-1.1072339728218599
Waddliaceae,-2.5621009913926662,-2.3712246315960264,-2.2674041217957295
Candidatus Rhabdochlamydiaceae,-3.883856648041681,-2.9177682996865872,-2.5393378223984198
Criblamydiaceae,-4.57700357860172,,-4.618778926578378
Chlamydiaceae,-1.1592773785947867,-1.0815571443040315,-1.5052640951456573
Lentisphaeraceae,-2.0512753942933406,-1.9834591175045553,-1.6483649353675274
Vicinamibacteraceae,4.894507538823962,4.726715888052219,5.13498927773697
Acidobacteriaceae,4.388969105672592,4.287529278706971,4.456886042128536
Candidatus Korobacteraceae,1.805657605662155,1.7204848312359993,1.8825102447128863
Bryobacteraceae,2.345147081157128,2.2045708936225887,2.530352172371926
Holophagaceae,3.387499285123745,3.180918574322234,3.3632954486737137
Acanthopleuribacteraceae,1.5333539995566754,1.3371993672496252,1.5643380057845588
Thermotomaculaceae,-1.9028553946923084,-1.4444626316528204,-1.5507264681888229
Hymenobacteraceae,3.541649964926176,3.461583433510702,3.6588867344003146
Spirosomataceae,1.9654678826256706,1.890713628820048,2.0633291714981215
Cytophagaceae,1.816586676185157,1.7036329912154546,1.858961872142946
Fulvivirgaceae,0.5877818981790618,0.6882234061816306,1.1495415707780186
Cyclobacteriaceae,0.4269422306995687,0.23729592540354216,0.6464980884755621
Flammeovirgaceae,-0.5516523789378744,-0.27223854002318476,-0.23675278565437205
Catalimonadaceae,-0.7703415777201644,-0.7306961745193908,-0.7580497050113425
Roseivirgaceae,-0.8274999909065183,-1.5544635244446683,-2.220884108325339
Reichenbachiellaceae,-1.1112681601768688,-1.4238433448752548,-0.8121169256968229
Leadbetterellaceae,-1.1270165168969921,-1.2047897828272907,-0.8232902261701042
Persicobacteraceae,-1.1592773785947867,-1.0115985566763612,-0.5583364074111448
Marivirgaceae,-1.2628180557472515,-1.2552206356062459,-1.3229425420554062
Amoebophilaceae,-1.3383256068293718,-1.7893031093661187,-1.5277369504926654
Flectobacillaceae,-1.7148031691006986,-1.8499277293443184,-1.7855660531102735
Bernardetiaceae,-1.974314356120175,-2.1801694039866346,-1.7284076409043116
Rhodocytophagaceae,-2.0512753942933406,-1.9144662483985562,-1.3999035817100531
Mangrovivirgaceae,-2.1346569997541307,-1.7603155733332025,-1.815419015368689
Rikenellaceae,2.4489785821894388,2.4315013035582553,2.613230905448037
Prevotellaceae,1.3242622019562271,1.2396932298390957,1.3676725799624654
Bacteroidaceae,1.0754851034214412,1.1659134674137803,1.2561513056782712
Tannerellaceae,0.936424669579516,0.782410621019387,0.8742820188199079
Muribaculaceae,0.46964165623312765,0.2715849987515236,0.5852272632457943
Porphyromonadaceae,0.0721829975879596,-0.12270680694827847,0.025611477370811223
Dysgonomonadaceae,-0.1402525383213073,-0.2036758690134047,-0.16443212451079256
Barnesiellaceae,-0.5880200227780616,-0.5707315263351422,-0.28148867920981585
Odoribacteraceae,-1.1758066802727734,-1.4036406379658986,-1.1222718499602584
Paludibacteraceae,-2.8722558954540833,-3.11843897494672,-2.7469771727535885
Salinivirgaceae,-3.072926570714216,-3.11843897494672,-3.0093414141441586
Tenuifilaceae,-3.4783916232668326,-2.4252918499423255,-2.914031243430742
Prolixibacteraceae,-0.0940015209379939,-0.12827785196669725,0.2640224997959959
Marinifilaceae,-1.5324816170686486,-1.4870222451658193,-1.2865748985459071
Marinilabiliaceae,-2.0512753942933406,-1.9834591175045553,-2.4787132042584554
Flavobacteriaceae,2.678234026303591,2.6206390301654414,2.9886019993099233
Weeksellaceae,1.450068897180027,1.5119655721922316,1.7613431111689692
Sanyastnellaceae,-1.2628180557472515,-1.2726123780156349,-1.5983545160436476
Blattabacteriaceae,-1.7736436673920304,-1.9144662483985562,-1.3416346747181527
Owenweeksiaceae,-1.9379467132720514,-2.0575670869110243,-1.7565785170773571
Crocinitomicaceae,-2.5621009913926662,-2.750714229009434,-2.42155479368648
Parvicellaceae,-3.3242409672490947,-3.369753371481598,-3.0093414141441586
Ichthyobacteriaceae,-4.171538637160153,-3.929369052274185,-4.2133139851368115
Chitinophagaceae,2.446754876582084,2.5868237741386326,3.066464181627359
Sphingobacteriaceae,2.191489133621747,2.182652207926954,2.4309093487263893
Aurantibacillaceae,-3.3242409672490947,-3.7062255509599638,-2.6038763393693247
Lewinellaceae,0.27502618922427197,0.13965745623716144,0.3716531636018431
Haliscomenobacteraceae,-0.804243129012704,-1.052983772268222,-0.9944384802685553
Saprospiraceae,-1.5324816170686486,-1.6521019916233728,-1.5052640951456573
Rubricoccaceae,2.8704557839883695,2.860165345601925,3.044628238550078
Rhodothermaceae,2.797311408162095,2.6467520170753303,2.723352304330302
Salinibacteraceae,1.569325180137966,1.4401052597543553,1.6166112120058984
Chlorobiaceae,2.1563978138310023,2.0193182161300856,2.138734189654398
Chloroherpetonaceae,-1.0804965019836,-1.3838380110618755,-1.5052640951456573
Melioribacteraceae,-0.804243129012704,-1.4238433448752548,-1.2688753217597895
Ignavibacteriaceae,-1.6325650731193657,-1.4870222451658193,-1.944630742668967
Cyclonatronaceae,-0.9007033940362913,-1.0252042085470232,-0.779327103232255
Balneolaceae,-1.974314356120175,-2.137609791379433,-1.7284076409043116
Gemmatimonadaceae,3.862443764297874,3.830564763221515,4.13451302739138
Candidatus Palauibacteraceae,3.149649586466506,3.047678803437196,3.1296805975371464
Gaopeijiaceae,2.1310800058619748,1.9588158960728272,2.128807100837917
Fidelibacteraceae,-1.227099973783131,-1.1567805644093727,-1.1687918648736506
Fibrobacteraceae,-1.4200036361748865,-1.4655160404073901,-1.2010527265714452
Candidatus Cloacimonadaceae,-3.883856648041681,-3.2362219967142165,-3.232484940458371
Geobacteraceae,3.9211082251037768,3.7366184040409864,3.812093058480472
Desulfuromonadaceae,2.724143727591819,2.571920368641611,2.6974364698241824
Geoalkalibacteraceae,1.2401070828497043,1.1108247956817694,1.204266470384055
Syntrophotaleaceae,0.8740343771100281,0.6453416788065486,0.7680065902457206
Desulfovibrionaceae,4.00494636012365,3.9064076315566707,4.0047538006992225
Desulfomicrobiaceae,1.4268829897395119,1.3017393159173312,1.4519583025789706
Desulfohalobiaceae,-0.7162743570346839,-0.8270272824259495,-0.5757281499717738
Desulfosarcinaceae,1.9924773425139632,1.8605908693876256,1.8512457844830368
Desulfococcaceae,0.7581272634787963,0.5842336929281732,0.5658091774425604
Desulfobacteraceae,0.4369590089095944,0.18966787660335918,0.22933694194179566
Desulfosudaceae,0.35024961017879797,0.25268084418384634,0.2827847761811122
Desulfatibacillaceae,0.038116443190159395,-0.04780549917607704,0.08170094375961713
Desulfolunaceae,-0.0022930949435731934,-0.2036758690134047,-0.30798029448133046
Desulfobulbaceae,1.62045786200292,1.4699239827438286,1.6205212854099194
Desulfocapsaceae,0.84353092288308,0.8285219728775242,0.8865521113866294
Desulfarculaceae,1.987556418703224,1.8506023115117947,1.9422512400255327
Syntrophobacteraceae,1.5553087781795427,1.403349492198945,1.3613713618936774
Thermodesulfobacteriaceae,0.6882734364522206,0.5044192699256764,0.4181731790821287
Thermodesulfatatoraceae,-2.225628773819071,-1.7893031093661187,-2.0160897040968333
Syntrophaceae,0.5105922597172086,0.3191259433466339,0.29754519170976435
Desulfomonilaceae,0.18088719869600559,-0.11716662660335675,-0.1761281642055844
Desulfobaccaceae,-0.31432419451802623,-0.325231069812587,-0.5244348560228198
Candidatus Desulfofervidaceae,-1.974314356120175,-2.137609791379433,-2.0538300306551793
Nitrospiraceae,3.6594164487962115,3.333083967937841,3.149753874559196
Dissulfurispiraceae,-0.060665100855638684,-1.4870222451658193,-1.815419015368689
Thermodesulfovibrionaceae,-0.39495392832680115,-0.4953820897244914,-0.9552177676280946
Treponemataceae,1.21753276084514,1.1092053621320892,1.199818723992413
Spirochaetaceae,1.2037394387339442,1.0812659934887687,1.136962788590937
Breznakiellaceae,-0.033709291012442404,-0.38118972306910803,-0.3631667096678322
Sphaerochaetaceae,-0.3723114517479425,-0.6335324270105653,-0.3012913063752766
Borreliaceae,-0.804243129012704,-1.0389975304891004,-1.077820088048186
Leptospiraceae,1.6873461126668856,1.6919369514627864,2.096603960362488
Thermospiraceae,-2.0512753942933406,-2.0967877985258445,-3.0093414141441586
Brachyspiraceae,-2.5621009913926662,-2.9177682996865872,-2.5393378223984198
Sphaerobacteraceae,2.204620923803545,2.202943553964096,2.2201615369391425
Thermomicrobiaceae,0.8889441314445573,0.9069126066614513,0.8365416909161999
Sulfurimonadaceae,1.1866183979804816,1.0334753297340054,1.249104060172801
Campylobacteraceae,0.7287853052665322,0.5759805511941577,0.67703481225793
Hydrogenimonadaceae,0.5105922597172086,0.4650798554847048,0.5601911851541181
Helicobacteraceae,0.4369590089095944,0.43053953034099707,0.3648271985547402
Arcobacteraceae,-0.3003379526410955,-0.6243157719905889,-0.342113300617754
Sulfurovaceae,-0.43386934427355467,-0.3320570348363929,-0.14144260641822903
Sulfurospirillaceae,-0.8881246119876589,-0.652224559848015,-0.9174774401200814
Nautiliaceae,-1.6325650731193657,-1.9144662483985562,-2.093050742269999
Nitratiruptoraceae,-1.6592333194902895,-1.4655160404073901,-1.3606828693260027
Hippeaceae,-2.7052018247769296,-2.3199313398400547,-2.0538300306551793
Pseudobdellovibrionaceae,1.2519415404792003,1.0945112202168594,1.4143067964195886
Bacteriovoracaceae,-1.4200036361748865,-1.4655160404073901,-1.3416346747181527
Halobacteriovoraceae,-3.072926570714216,-3.929369052274185,-3.1147019186908746
Silvanigrellaceae,-1.9028553946923084,-2.4824502605143004,-2.4787132042584554
Nitrospinaceae,0.8610752324955132,0.8455436604107368,0.8680900485847671
Aquificaceae,-0.5079773158167759,-0.5882758358321463,-0.8460184769893625
Hydrogenothermaceae,-1.4200036361748865,-1.602091572299493,-1.7565785170773571
Desulfurobacteriaceae,-0.4910277576466499,-0.7830641594881004,-1.1530435081535273
Chrysiogenaceae,-0.1461872738059006,-0.1508776837562446,-0.21206017321643963
Geovibrionaceae,-1.1592773785947867,-1.2213190845052773,-1.3801009548060303
Flexistipitaceae,-1.4634887471689988,-1.6780774773518694,-1.8779393703949887
Calditerrivibrionaceae,-2.4975624744217613,-3.11843897494672,-2.827019874016869
Deferribacteraceae,-2.8722558954540833,-3.7062255509599638,-2.4787132042584554
Mucispirillaceae,-3.1907095924817126,-2.6766062623502167,-3.3660163152257527
Calditrichaceae,-0.4661302062315627,-0.5971647831703784,-0.62979537075472
Atribacteraceae,-2.1791087603486803,-2.3199313398400547,-2.220884108325339
Atrimonadaceae,-3.072926570714216,-3.929369052274185,-4.2133139851368115
Thermatribacteraceae,-4.171538637160153,-3.7062255509599638,-3.3660163152257527
Dictyoglomaceae,-1.0506435392795517,-1.4444626316528204,-1.1847922059640754
Caldisericaceae,-1.227099973783131,-1.2726123780156349,-1.6483649353675274
Endomicrobiaceae,-1.7148031691006986,-2.0967877985258445,-1.944630742668967
Elusimicrobiaceae,-2.4369378562817965,-2.3199313398400547,-2.367487575340181
Coprothermobacteraceae,-1.4634887471689988,-0.9336370162201628,-1.7284076409043116
Thermosulfidibacteraceae,-1.8689538441660523,-1.7893031093661187,-2.3161942835842093
Thermodesulfobiaceae,-2.9675660661674996,-3.5239040274993365,-2.42155479368648
Streptomycetaceae,7.675410498528019,7.7660756165758595,7.956935966295681
Carbonactinosporaceae,-3.66071314672746,-3.929369052274185,-3.1147019186908746
Microbacteriaceae,6.3257817448015,6.35962721930013,6.6699769614122815
Micrococcaceae,5.088131102647348,5.147839597127393,5.325898052806728
Cellulomonadaceae,4.570076953788662,4.619661646039268,4.994456087336875
Intrasporangiaceae,4.506468364822363,4.599703051721571,4.9744054595026554
Promicromonosporaceae,3.938387490968194,4.001196552049707,4.3024111297378775
Dermabacteraceae,3.4265261343956315,3.4161569197294317,3.6444243334815885
Ornithinimicrobiaceae,3.4084802783024113,3.5202741260712043,3.7267947312958873
Brevibacteriaceae,3.408310080021032,3.455241081058004,3.64158415599825
Bogoriellaceae,3.2001599465641664,3.26600554739407,3.465012038191046
